komentar;value
1.Kendala untuk ping sering tidak stabil padahal jaringan bagus + 20ms tapi peak kanan kiri lemot serasa ping 100ms an 2.bug suara step 3.suara temen atau mic kita tidak berfungsi padahal semua di aktifkan 4.bug damage/cheat (musuh kena headshot 3 kali tidak knock- malah kita yg knock yg cuma kena badan) 5.lari sprint sering terjadi bug dan alhasil jalan kaya bot 6.habis mati dr event hidup lagi tapi teman atau musuh tidak terlihat + tidak bisa looting seperti season2 yg lalu ....DLL;3
Kenapa ya di updetan yg sekarang ini bukan nya tambah bagun mala tamba hancur oarahnya lagi pas dlam loby bug nya saya setiap loby pasti masalahnya hanya bug jalanya kaya bott tolonglah di perbaikin bugnya makin malas jadinya mau main mkin bkin emosi. Tolong bug nya setiap masuk dlm lobi ke bot tolong di perbaiki. Terima kasih;4
Halo developer.saya mau bilang bagaimana kalo kalian menambahkan fitur menembak dari arah atas saat kondisi terhalang oleh tembok yang berukuran sedang.dengan mengangkat senjata ke atas lalu menembakkannya ke musuh di depan tanpa terhalang tembok.seperti fitur di sausage man.pasti ini akan sangat membantu player ketika di rush atau menembak Tanpa di ketahui musuh dari balik batu atau tembok.semangat kembangkan lagi game ini developer terbaik??????????;5
Terimakasih sebelum nya karna sudah menciptakan game bagus dengan grafik bagus, cuma saya ingin mengajukan kesan saya terhadap game, sangat bagus dan jelas, cuma ketika dalam game saat berkendara/berhadapan player lain sering terjadinya frame sehingga kami tidak bisa berbuat apa apa, terimakasih.. semangat terus!!;4
Setiap main suka Ter jadi bug seperti kontor yng lambat di tekan atau jaringan turun naik, setiap turun dimana pun pasti rumah selalu g keliatan dan karakter sendiri juga suka hilng,mohon untuk Dev bisa memecahkan masalah ini buat kmi yng hp kentang, KLO misalanya g bsa kmu mau kembali ke 2018 yng di mana grafiknya g terlalu berat tapi pandangannya lebih keren;3
Pubg sekarang kebanyakan Bug nya. Kadang nggak bisa nembak, kadang karakternya berhenti sendiri pas lagi jalan... Di tambah koneksi ke Server nya mulai kgak jelas... Barusan gue main tiba2 aja keluar sendiri terus katanya server tidak merespon... Tolong lah PUBG perbaiki... Masih banyak player yg suka main PUBG... Jangan sampai gra2 Bug kgak jelas gini akhirnya Pelan2 player PUBG pensiun...;4
Season 1 - 20 adalah versi terbaiknya pubg, selebihnya sangat mengecewakan (sangat tidak relevan dengan adanya mode bertema), dan pembaruan yang terlalu besar dalam penggunaan ruang memori (khususnya untuk android ram 4), Sangat tidak menyenangkan pubg di masa sekarang (2023).;1
Lumayan bagus tapi cuma satu saja kekurangannya quit chaet suara saja sangat mengganggu pendengaran Yach kalo bisa suara quit chat dari teman kita bisa non aktifkan soal sangat merusak pendengaran saat menggunakan headphone.;4
Banyak bug, event hilang dan muncul,lalu hilang lagi, ada event tapi tidak bisa di buka, notifikasi event belum dimulai. Tolong perbaiki. Banyak cheat, setiap awal pembaruan.event zombie treasure hilang... Lucky spin Dodge car skin tidak bisa di buka?? Why?;1
Game ini makin aneh.. Server tidak merespon, suara tiba tiba hilang di in game.. Kalo memang belum mampu untuk update.. Jangan paksa dulu.. Akhirnya kami player yg bermain dari awal season pubg.. Terganggu sekali dan tidak nyaman sekali;5
Maaf min ada permasalahan yang saya alami mungkin orang lain juga alami jadi pas setelah di update kenapa jaringannya jadi jelek ya padahal aku pakai server Asia yang biasanya PING di 20 sekarang jadi di 300 tentu itu mengganggu untuk para pemain,terus permasalahan yang selanjutnya yaitu pas saya seting grafik dari halus ke seimbang ko kayak gak ada perubahan dari malah tetep kayak halus hemat daya tolong di perbaiki ya dari gameplay sudah mulai lancar di hp saya;3
Bug nya berkali kali,lompat dari pesawat belum kelihatan rumahnya,nunggu 3 sampai 4 detik baru keliatan,kalau di event rame pasti mati konyol,ga nyaman sekali,tolong di perbaiki ngebugnya,;1
Makin gak beres lgi pubg ini skrang. Jaringn terputus lah koneksi tidak bisa lah. Lama lama semakin sulit pubg ini. Masalah bug pun gak teratasi percuma org pintar yg kelola pubg ini. Koneksi tidak terhubung apa sih masalah nya kalo lancarkan.;3
"Setelah update malah tidak bisa masuk harap tunggu beberapa detik namun nunggu sampai beberapa detik tetap tidak bisa masuk padahal jaringan stabil aja, saya mencoba masuk game Undawn tidak ada masalah aman"" aja.";4
Semakin kesini semakin game pubg kaga jelas dulu dri beberapa bug. yg terkadang jaringan tiba2 lag padahal hijau jdi waktu perang di ras musuh kga bisa apa2 tau nya sdh mati. jdi game sampah jdi malas buat main pubg kga ada perbaikan nya SMA sekali;1
Setelah update terjadi banyak bug. Apalagi kalau main di map livik. Ngebug ga bisa lari, layar hitam. Padahal koneksi internet lancar. Tolong perbaiki bug-bug yang terjadi;1
Sori rating saya turunin, tapi ini bukan game yang sama kaya game yang dulu lagi. Interface nya skrng ribet, semua update bukan makin mudah makin rumit. Di tambah event2 ga jelas, blom lagi skrng jualan sampah trus2an. Pubg skrng smuanya tentang bisnis. Vibesnya udh beda bngt skrng ini game.;1
Bug parah bgt sinyal bagus tetep Lag. Kenapah sih ini min !!! Waktu event kemaren mah lancar² ajah ko. Kenapah skrg jadi kegini. Apalagi pass pakai wifi. Bacaanya tuh koneksi anda tidak stabil. Padahal ping nya bagus bgt pake game lain lancar jaya. Internet browsing juga lancar kenapah di apk ini malah Lemot !! Mohon segera di perbaiki Min.!!!;1
Dear developer, jangan fokus ke event event terus tapi bug juga diurusin. game udah bagus tapi masih banyak bug seperti bug sinyal, bug damage ga masuk ke musuh yang kadang bikin mati konyol, padahal device sudah cukup mendukung. Semoga update selanjutnya ga cuma fokus ngurusin collabs event, tapi fokus ngurusin bug bug yang merugikan pemain.;2
Tolonglah hapus mode arcade yang banyak memakan storage. Seperti metro royale yang menurutku tidak banyak orang main, lalu fitur club menurutku tidak harus ada. Karena anda bisa collab ama tiktok dan youtube. Saranku buat aplikasi baru lagi jika ingin mempertahankan gameplay metro royale dan arcade yang cukup memakan storage dan buat komunitas di aplikasi sendiri. Jangan jadi satu dalam game pubg mobile.;3
Entah knp setelah update ini banyak sekali masalah dari render bangunan yg lama dan koneksi ke servernya busuk nya minta ampun dari semua per cobaan login selalu ada bacaan t koneksi koneksi terputus dari server padahal sinyal aman ping gak merah tapi entah knp koneksi nya busuk;1
"Kenapa setelah update tidak bisa login mau login pasti keluar sendiri tolong untuk developer diperbaiki lagi gimana ini bugnya? Udah download uninstall download truss tetep nggak bisa buat main gimana ini?pas mau masuk pasti error diawal ngeglith gitu Tolong lah developer perbaiki saya udah lama main pubg baru kali ini error kaya gini Tolong dong tindakanya secepatnya, kalo gini lama"" pindah game aja Tolong level infinity gercep dong tolong!!!!!!!";1
Saya kasih bintang dua ,Game ini makin sini makin berat aja, mana banyak ngeframe2nya dan lag, sekarang yg mode zombie udah di update malah susah loginnya, main game ini kayanya di khususkan memakai IPHONE bukan untuk android biasa apa lagi hp ketang, jgn harap bisa main game ini lancar , jaringannya jg musti extra bagus, hilang signal satu bar aja bisa pengaruhi ke permainan yg lag atw frame atw buffering ga kelar2...;2
Game buruk, control udah si save tapi berubah sendiri ketika keluar dari game, dan juga tidak bisa mengetik pesan, banyakin event tapi bug tidak di perbaiki sangat mengecewakan.;1
Gimana sih kok jadi amburadul gini, mau login via fb malah di arahin ke chrome, padahal ada aplikasi fb nya. Udah login via chrome malah jadi kek login fb biasa. Kagak login balik ke game. Update bukannya makin maju ini malah mundur;1
Ngebug mulu ga bisa lari knapa ya padahal baru login udah coba rilok masih aja ngebug tolonglah di perbaiki ini udah sering banget satu map lancar satu map bug ga bisa lari lah layar hitam lah tolong perbaikan nya hanya di map livik;3
Tolong perbaiki lagi gamenya banyak bug, karakter cacat gabisa lari cepat trus banyak render sama yang paling merugikan sih sering keluar sendiri dan loading ulang dan akhirnya mati tolong kalo update perhatikan yanglainnya atau gausah update deh, perbaiki aja in game kami;1
Masih lancar di redmi note 4 hape spek 4/64 jadul. Pilih opsi donlot spek rendah aja dgn full donlot sampe 15 gb lebih. Cuma kalo main squad seperti vs.AI ada delay di awal pertandingan. Bentuk bangunannya delay, tapi overall is good enough. Soal cheater ya bodo amatlah ya, ada sistem keamanannya juga.;5
Balikin sistem friendly fire nya, semenjak update paling baru yang menghilangkan sistem friendly fire yang menurutku membuat game ini semakin tidak real secara in game dan membuat game nya menjadi monoton dan kurang bisa buat having fun;4
Dah kesel banget gua padahal sinyal bagus tiap log in server tidak merespons, sudah di lobby pun sama server tidak merespons apa ini maksdnya!? Maen game online lain lancar² aja kok pubg ke gini, tolong lah benerin! Atau masalah nya dimana kasih tau! niat main buang pusing malah di bikin pusing sama game nya sat!!;1
Mohon di perbaharui update versi terbaru saat ini masih bnyak grafik yg tidak stabil frame drep parah padahal Udh pake device poco x3 pro. Mohon di upgrade yg baik lagi. 90 fps nya pun mohon di unclock;1
Hufftttt update sekarang makin ngelagg, kenapa saat buka pubg selalu saja server error mulu, padahal sudah di refresh beberapa kali tetep aja error, kalau masalah jaringan udah bagus banget apalagi udah bela bela in beli paket data tapi masih saja ngelaggg, tolong developer segera di fix secepatnya!!!!....;1
Sudah download data 13GB,tetapi item2 seperti baju, emot, senjata dll masih harus didownload manual. Waktu di ingame pun sama saja, musuh terlihat tanpa skin, ini membuat sangat tidak nyaman. Perangkat saya adalah HUAWEI NOVA 5T / YAL-L21. Mohon solusinya.;2
5 tahun menjalani untuk mengembangkan yang aku mainkan hanya meresahkan bug bahkan server tidak merespon apalah artinya pembaruan malah semakin besar banyak bug kemungkinan tidak akan bisa di mainkan ??????;1
Tolong dong bugnya dihilangin banyak bug. Apa lagi kalau suka lag pasti ada aja bugnya. Untuk gamenya udah asik tapi masih banyak bug semenjak update;3
"Kenpa ya setiap update ada aja masalah,, Padahal udah suka bangat sama ni game.. Contohnya setelah update sekarang,selalu muncul kata ""server tidak merespon "" Padahal jaringan fine"" aja,, Buat pihak pubg tolong di perhatikan lagi ya????";4
Akun saya di ban dengan alasan memodifikasi game dan menggunakan grass removal. Tetapi saya mendownload game ini di playstore dan tidak menggunakan mod sama sekali. Saya di ban gara-gara bug atau kesalahan resource game ini. Sungguh sangat disayangkan untuk menghapus seluruh penyimpanan dan mendownload ulang karena membutuhkan kuota internet yang banyak.;1
terdapat bug² sinyal jaringan,padahal jaringan wifiku bagus,buka tiktok,ig,youtube,lancar.tapi kok pas main pubgm sinyal merah kuning.tolong dong plis benerin bug jaringan nya,ntar kalo dah bener aku kasih bintang 10^_^;2
"Untuk bagian ""achievements"" nya tolong di fix lagi ya, saya disini cuman mau report bug aja kalo misalnya kita uninstal terus install pubg lagi itu achievements nya kadang gk bertambah contohnya saya udah nyelesain triple eliminaton tapi gk bertambah semenjak saya install ulang ( termasuk ach lainya gk bertambah jga ) pubg nya jadi tolong di fix ya";1
Ga bisa masuk awal nya biasanya langsung masuk,lalu di update tetap ga bisa setelah di akalin baru bisa,tapi setelah main ga bisa maen bareng ma temen katanya beda versi gimana maksudnya;1
Sudah agak mendingan dari sebelumnya tapi ada beberapa hal kecil yang menurut saya masih sangat mengganggu yaitu bug tidak bisa menembak dan kadang kadang PING tiba tiba naik saat perang tolong pengertian nya,.... terima kasih;3
Game nya kok kaya ngebug ya saya habis main ranked clasic terus pas udah chicken dinner tulisannya pertandingan telah selesai dan kembali ke lobby lalu server tidak merespon dan saya di suruh login ulang, setelah keluar game masuk lg dan login pakai Facebook tidak bisa, kesalahan otentikasi server begitu tulisannya tidak bisa login di semua platform;2
Kenapa setelah update malah panen bug saya dari char yg gak bisa lari, gak bisa ngeloot di saat sinyal bagus, dan tidak bisa memberi damage itu kenapa tolong lah, rank ku terjum bebas karna panen bug;1
Ada masalah serius yang harus d perbaiki pada mode arena domination, yaitu sering masuk d akhir match / pertengahan, dan menjadi pertarungan yang tidak adil. Dan bukan d sebabkan oleh koneksi internet. # tambahan Masih problem yang sama dan sering terjadi di mode Arena TDM;2
Game pubg ini paling jelek sedunia game. Karena kebanyakan lagi asik main tiba² di keluarin.. bikin versi terbaru terus tapi ngelek iya. Disini sinyal stabil. . Game taiklah . Bukannya makin di perbaiki malah di perjelek gamenya;1
Dear pubg mobile tolong grafisnya di turunin lg soalnya pada saat di main orang nya bisa jadi kayak kuyang cuma ada kepala doang sama tas nya,dan 1 lg pas LG saya main di event salju itu rusa nya gak nampak KL kita naik rusa dia rusa nya dia KL dijalan kan ke depan dia malah mundur ke belakang, tp KL mundur ke belakang dia malah maju rusa nya,dan 1 lg ukuran nya KL bisa diturunkan lg soalnya,KL Uda ada data dalam dia jd 10 GB. Mohon bantuannya pubg mobile??????;1
Karakternya sering cacat dan tombol move kadang tidak merespon saya maju mundurkan karakternya malah aimnya yang bergerak tidak teratur dan juga sering tidak ada damage, Tolong di perbaiki lagi ??.;4
tiap gua maen selalu nge bug kadang layar nya jadi hitam kadang jalan gk bisa cepat padahal gk ada masalah jaringan udah gua rilog berkali-kali tetep aja sama;2
sebaiknya kembalikan gameplay PUBG seperti dulu yang tidak ada event terbang atau item² yeng melenceng dari peperangan yang fair . saya suka pubg karena dulu gameplay nya yang cukup mirip dengan peperangan asli tanpa ada item² yang melenceng jauh dari logika peperangan . jika ingin memeriahkan game PUBG mungkin developer cukup menambahkan event skin senjata dan skin avatar saja sudah cukup meramaikan game PUBG itu sendiri tanpa merubah gameplay PUBG menjadi tidak masuk akal. terimakasih :);5
Sekarang setelah update saat buka shop event sering terjadi bug akhir akhir ini, seperti bug tidak muncul tombol menu dan lain lainnya.;2
Mungkin banyak temen temen mengalami frame atau lag, itu aslinya jadi fitur berguna lho, kalo anda anak TKJ/it pasti paham antara sinyal 1 dan 2 ketemu bakal terjadi lag/frame, berati tandanya kalau kalian mengalami lag/ frame ada musuh di sekitar, moga membantu????;5
Maaf hanya dapat memberikan ?1...karena dalam mode metro royale awal chapter 17 ini pada saat spawn awalan kerap saya mendapatkan bug seperti senjata tidak berfungsi dan lain sebagainya....tolong diperbaiki;1
Terlalu sering ngelek.. Padahal jaringan sangat bagus.. Bertahun2 begini2 aja tidak ada perbaikan.. Lek parah.. Cacat.. Tombol2 tidak berfungsi;1
Kok stlah up trbaru skrg jd sring force close trz ya pas mw in game? Pdhal mmory jg msh bnyak? Tp sring force close sndiri jd g nyaman Updatenya kbanyakan skin + event2 gk jelaas jdi bkin memory bnyk aja,,,tp game msh banyk bug nya Mndg update yg penting2 aja sprti prbaiki bug sma jaringan biar para gamer gk ksulitan buat maen,;1
