komentar;value;clean_text;sentiment;sentiment_label
Saya sangat kecewa dengan pembaruan sekarang main di maps livik banyak bug nya 1 karakter jalan lambat ,harus rilok berulang kali klo ngga keluar game ,itu kan bisa mengakibatkan merit ,awal game keluar dari game karena nge bug ,tolong di perbaiki ya tencent;4;kecewa pembaruan main maps livik bug nya 1 karakter jalan lambat rilok berulang kali klo ngga game mengakibatkan merit game game nge bug tolong perbaiki ya tencent;4215;positif
Tolong pihak developer untuk memperbaiki bug kecepatan lari, sudah sering saya mengalami bug kecepatan lari. Padahal jaringanku sudah bagus tapi bug kecepatan lari sering terjadi pada saat di dalam game. Udah saya login berulang kali tapi bug kecepatan lari masih belum hilang. Mohon di perbaiki sekian dan terima kasih.;1;tolong developer memperbaiki bug kecepatan lari mengalami bug kecepatan lari jaringanku bagus bug kecepatan lari game udah login berulang kali bug kecepatan lari hilang mohon perbaiki sekian terima kasih;0;netral
mending gk usah tambah ini itu.. gk usah ada event2. kita ingin permaian yg real. gk perlu hidup2 lagi atau di hidupin.. peta ini itu gk usah di tambah. arena terlalu banyak. cukup peta yg asli dan arena tdm. dan yang penting game ringan. gda keluhan. gk perlu ikut2 game lain. Bug bug bug bug bug dan bug;2;mending event2 permaian real hidup2 hidupin peta arena peta asli arena tdm game ringan gda keluhan ikut2 game bug bug bug bug bug bug;0;netral
Kembalikan pubg seperti awal dulu, sekarang sudah tidak jelas dan botnya serasa susah dilawan bukan seperti dulu. Sekarang sudah seperti game offline yang merugikan pemain dan demage senjata selalu delay (tembakan kena target tapi demagenya nyusul);1;kembalikan pubg botnya serasa susah dilawan game offline merugikan pemain demage senjata delay tembakan kena target demagenya nyusul;-4215;negatif
Sebelumnya masalah sinyal sekarang update yg terlalu sering bro, udh 2 hari ga maen udh update lagi walau kecil sih, tapi kan lama² jadi bukit bro belum lagi update 2 bulan sekali sampe 1,1 GB bahkan itu pun yg terkecil, kasian bro yg pake kuota atau user pencari wifi kayak gw susah mau update doang tapi ni game malah makin bermasalah, belum lagi masalah keamanan seperti player yg toxic atau tim yg ga support dll, ga diurusi yg bikin tambah males, mending balikin ke Tencent lagi aja bro;1;sinyal update bro udh 2 ga maen udh update sih lama² bukit bro update 2 sampe 11 gb terkecil kasian bro pake kuota user pencari wifi kayak gw susah update doang ni game bermasalah keamanan player toxic tim ga support dll ga diurusi bikin males mending balikin tencent aja bro;4019;positif
Setiap up date maksa download 1 gb, berat coba kalo update event lama bisa ke ganti sendiri, gua main have fun, ini game udah gak seimbang sama event yang gak masuk akal, mending main breakout !!!;1;up date maksa download 1 gb berat coba kalo update event ganti gua main have fun game udah gak seimbang event gak masuk akal mending main breakout;5106;positif
Semenjak update semakin banyak bug seperti. Fps tidak stabil dan diskonek tiba tiba. Musuh tidak nampak. Dan senjata tidak bisa di pegang. Semoga saja cepat di fix;5;semenjak update bug fps stabil diskonek musuh nampak senjata pegang semoga cepat fix;0;netral
Kebanyakan bug,jaringan stabil masi ngeleg , matching ny terlalu lama, handphone saya tidak support gyro dan untuk lawan terkadang tidak seimbang dan juga skin tolong dong kolo kasi lawan yg seimbang sesuai dengan renk ny biar lebih seru;1;kebanyakan bugjaringan stabil masi ngeleg matching ny handphone support gyro lawan terkadang seimbang skin tolong kolo kasi lawan seimbang sesuai renk ny biar seru;4019;positif
Game pubg ini paling jelek sedunia game. Karena kebanyakan lagi asik main tiba² di keluarin.. bikin versi terbaru terus tapi ngelek iya. Disini sinyal stabil. . Game taiklah . Bukannya makin di perbaiki malah di perjelek gamenya;1;game pubg jelek sedunia game kebanyakan asik main tiba² keluarin bikin versi terbaru ngelek iya sinyal stabil game taiklah perbaiki perjelek gamenya;0;netral
Tolong untuk developer gamenya, habis update kenapa sering force close terus, sering terjadi di hp RAM 3 penyimpanan masih banyak, jaringan bagus.. tolong di perbaiki lagi ya????;1;tolong developer gamenya habis update force close hp ram 3 penyimpanan jaringan bagus tolong perbaiki ya;0;netral
"Setelah update malah ndak bisa login.dibilang ""revoked"" Terus.. Nyoba login, seperti itu lagi.. Pubg sudah tidak seperti dulu. Maaf saya kasih bintang 1 dlu karena blm bs login ke game. Terima kasih";1;update ndak logindibilang revoked nyoba login pubg maaf kasih bintang 1 dlu blm bs login game terima kasih;0;netral
Pubg sekarang kebanyakan sekin ga perbaiki masalah server atau jaringan tidak di perbaiki susah untuk di mainkan padahal sinyal ?? full tapi di in game sering terjadi drop sinyal langsung turun pikirkan lah sinyal nya perbaikin di in game nya sinyal HP saya bagus ram 8 GB internal 128 GB tapi di dalam permainan game atau sudah bertempur tiba tiba sinyal di in game drop sinyal ?? HP full perbaiki lah masalah tersebut Tencent saya turunin bintang karna bukti ril nya gitu.;1;pubg kebanyakan sekin ga perbaiki server jaringan perbaiki susah mainkan sinyal full in game drop sinyal langsung turun pikirkan sinyal nya perbaikin in game nya sinyal hp bagus ram 8 gb internal 128 gb permainan game bertempur sinyal in game drop sinyal hp full perbaiki tencent turunin bintang karna bukti ril nya gitu;-4939;negatif
Untuk hadiah2 yang diberikan Kalau bisa cukup tema tembak2an saja, g usah dgn tema agama tertentu...lalu kalau bisa item ny bisa di hapus... Soalny item yg didapatkan belum tentu disukai... Jadi bikin menu supaya item bisa dihapus;3;hadiah2 tema tembak2an g dgn tema agama tertentulalu item ny hapus soalny item didapatkan disukai bikin menu item dihapus;0;netral
Saya sudah mencoba saran dari anda..dan tidak bekerja sama sekali...tidak berguna.. match matching tetap lama..apa yang harus saya lakukan agar mendapatkan musuh dalam waktu yang cepat??saya bermain di server emulator;1;mencoba saran andadan sekalitidak berguna match matching lamaapa lakukan musuh cepatsaya bermain server emulator;0;netral
Dear pubg mobile tolong grafisnya di turunin lg soalnya pada saat di main orang nya bisa jadi kayak kuyang cuma ada kepala doang sama tas nya,dan 1 lg pas LG saya main di event salju itu rusa nya gak nampak KL kita naik rusa dia rusa nya dia KL dijalan kan ke depan dia malah mundur ke belakang, tp KL mundur ke belakang dia malah maju rusa nya,dan 1 lg ukuran nya KL bisa diturunkan lg soalnya,KL Uda ada data dalam dia jd 10 GB. Mohon bantuannya pubg mobile??????;1;dear pubg mobile tolong grafisnya turunin lg main orang nya kayak kuyang kepala doang tas nyadan 1 lg pas lg main event salju rusa nya gak nampak kl rusa rusa nya kl dijalan mundur tp kl mundur maju rusa nyadan 1 lg ukuran nya kl diturunkan lg soalnyakl uda data jd 10 gb mohon bantuannya pubg mobile;3818;positif
sebaiknya kembalikan gameplay PUBG seperti dulu yang tidak ada event terbang atau item² yeng melenceng dari peperangan yang fair . saya suka pubg karena dulu gameplay nya yang cukup mirip dengan peperangan asli tanpa ada item² yang melenceng jauh dari logika peperangan . jika ingin memeriahkan game PUBG mungkin developer cukup menambahkan event skin senjata dan skin avatar saja sudah cukup meramaikan game PUBG itu sendiri tanpa merubah gameplay PUBG menjadi tidak masuk akal. terimakasih :);5;kembalikan gameplay pubg event terbang item² yeng melenceng peperangan fair suka pubg gameplay nya peperangan asli item² melenceng logika peperangan memeriahkan game pubg developer event skin senjata skin avatar meramaikan game pubg merubah gameplay pubg masuk akal terimakasih;3182;positif
Sekarang setelah update saat buka shop event sering terjadi bug akhir akhir ini, seperti bug tidak muncul tombol menu dan lain lainnya.;2;update buka shop event bug bug muncul tombol menu;0;netral
Mungkin banyak temen temen mengalami frame atau lag, itu aslinya jadi fitur berguna lho, kalo anda anak TKJ/it pasti paham antara sinyal 1 dan 2 ketemu bakal terjadi lag/frame, berati tandanya kalau kalian mengalami lag/ frame ada musuh di sekitar, moga membantu????;5;temen temen mengalami frame lag aslinya fitur berguna lho kalo anak tkjit paham sinyal 1 2 ketemu lagframe berati tandanya mengalami lag frame musuh moga membantu;-5859;negatif
Menurut saya gamenya bagus tapi ada 1 yg bikin kurang di game ini yaitu kalau setiap mau apdetan yg baru kenapa harus download lagi data data yg sudah di download sebelum apdetan itu saja menurut saya yang jelek dari game ini.;5;gamenya bagus 1 bikin game apdetan download data data download apdetan jelek game;0;netral
"kecewa banget,tiap kali udh di update pasti gk bisa masuk malah mental,,gk kaya dulu,,bener"" mengecewakan,pantesan aja banyak yg uninstal,,pdhl ini game bagus,,pi sayang tiap ada update n udh di update pasti kaya gini,,sampe sekarang gk bisa buka pubg n mental melulu udh brapa kali di instal ulang,masih kaya gini,hadeuh??????????";1;kecewa bangettiap kali udh update masuk mentalgk kaya dulubener mengecewakanpantesan aja uninstalpdhl game baguspi sayang update n udh update kaya ginisampe buka pubg n mental melulu udh brapa kali instal ulangmasih kaya ginihadeuh;0;netral
overall si udah bagus,cuma tolong untuk developer mohon di optimalkan lagi untuk semua perangkat yg sudah support 90 fps tapi untuk di pubg mobile masih belum terbuka secara keseluruhan;4;overall si udah baguscuma tolong developer mohon optimalkan perangkat support 90 fps pubg mobile terbuka;4019;positif
selalu dan selalu..setelah di update tidak bisa untuk membuka game..padahal jaringan ok..internet masih ada banyak..ada tulisan download obb service is running..padahal sudah selesai update..;2;selalusetelah update membuka gamepadahal jaringan okinternet banyakada tulisan download obb service is runningpadahal selesai update;0;netral
Karakternya sering cacat dan tombol move kadang tidak merespon saya maju mundurkan karakternya malah aimnya yang bergerak tidak teratur dan juga sering tidak ada damage, Tolong di perbaiki lagi ??.;4;karakternya cacat tombol move kadang merespon maju mundurkan karakternya aimnya bergerak teratur damage tolong perbaiki;-4939;negatif
hallo dari awal season 2 saya sudah main pubg, tapi dari tahun 2021 saya tidak memain kan lagi karena davice sata low, jadi saya berharap ada bantuan davice dari pihak game untuk saya, agar saya bisa memainkan game ini lagi. ????????;3;hallo season 2 main pubg 2021 memain davice sata low berharap bantuan davice game memainkan game;-2732;negatif
Ga bisa masuk awal nya biasanya langsung masuk,lalu di update tetap ga bisa setelah di akalin baru bisa,tapi setelah main ga bisa maen bareng ma temen katanya beda versi gimana maksudnya;1;ga masuk nya langsung masuklalu update ga akalin bisatapi main ga maen bareng ma temen beda versi gimana maksudnya;0;netral
tiap gua maen selalu nge bug kadang layar nya jadi hitam kadang jalan gk bisa cepat padahal gk ada masalah jaringan udah gua rilog berkali-kali tetep aja sama;2;gua maen nge bug kadang layar nya hitam kadang jalan cepat jaringan udah gua rilog berkalikali tetep aja;0;netral
Good game;1;good game;4404;positif
Yang terhormat developer pubg mobile ini kenapa akun saya tidak bisa masuk sama sekali setiap saya coba login selalu keluar kata otentikasi di batalkan mohon di beri jawaban secepatnya nya karena akun tersebut sudah lama saya main nya;1;terhormat developer pubg mobile akun masuk coba login otentikasi batalkan mohon secepatnya nya akun main nya;0;netral
Koneksi aman,apk lain bisa diakses, giliran pubg malah gabisa login kocak.. Bug nya jga makin hari makin gak ngotak,setelah update bukannya di perbaiki,malah makin nambah,klo dulu bug nya 1/4 sekarang malah 4/2 lawak min;1;koneksi amanapk diakses giliran pubg gabisa login kocak bug nya jga gak ngotaksetelah update perbaikimalah nambahklo bug nya 14 42 lawak min;0;netral
Maaf hanya dapat memberikan ?1...karena dalam mode metro royale awal chapter 17 ini pada saat spawn awalan kerap saya mendapatkan bug seperti senjata tidak berfungsi dan lain sebagainya....tolong diperbaiki;1;maaf 1karena mode metro royale chapter 17 spawn awalan kerap bug senjata berfungsi sebagainyatolong diperbaiki;0;netral
Dari mulai apded banyak banget kejanggalan di ini, aku yakin jika tidak segera di perbaiki akan banyak sekali pemain pindah ke game lain dan menghapus game ini, contoh seperti ms tiba-tiba naik turun dan kontrol tiba-tiba sulit di kendalikan, jika memang game masih mau banyak peminatnya mohon di perbaiki secepatnya, jika tidak di perbaiki secepatnya maka akan tau sendiri akibat nya,, pasti banyak banget yang setuju saya komentar seperti ini,,;2;apded banget kejanggalan perbaiki pemain pindah game menghapus game contoh ms tibatiba turun kontrol tibatiba sulit kendalikan game peminatnya mohon perbaiki secepatnya perbaiki secepatnya tau akibat nya banget setuju komentar;0;netral
Game yg terbaik dari segi grafik dan permainan nya sangatlah tidak membosankan hanya saya untuk penyimpanan nya butukan ram dan Rom yg besar tolong di ringan kan data dalam nya biar saya dan pemain yg mengunakan hp kelas bawa tetap bisa main dengan nyaman??;4;game terbaik segi grafik permainan nya membosankan penyimpanan nya butukan ram rom tolong ringan data nya biar pemain mengunakan hp kelas bawa main nyaman;0;netral
gerafik nya bagus dari tampilan bagus saya sangat suka dekan game ini tapi ada yang harus perbaiki misalnya kalo ketemu musuh di depan selalu ga ke arah tolong perbaiki saran saya perbaiki kalo ketemu musuh kearah kaya di titik tengah perbaiki kalo ada musuh titik tengah selalu kearah musuh kalou tidak di keker;4;gerafik nya bagus tampilan bagus suka dekan game perbaiki kalo ketemu musuh ga arah tolong perbaiki saran perbaiki kalo ketemu musuh kearah kaya titik perbaiki kalo musuh titik kearah musuh kalou keker;0;netral
Di metro masih ada bocil china tolong dong PUBG dan tecent ban 7 hari untuk yg ga revive temennya di metro. Bukan ga bisa tapi memang sengaja pengin dapet vest dan lootingan kita.. kita cape cape ngeboss ga dapet item apa apa giliran mati ga di revive sedangkan china sialan itu ga nembak boss tapi dapet senjata pink dll.;2;metro bocil china tolong pubg tecent ban 7 ga revive temennya metro ga sengaja pengin dapet vest lootingan cape cape ngeboss ga dapet item giliran mati ga revive china sialan ga nembak boss dapet senjata pink dll;516;positif
"Kenapa setiap setelah update susah masuknya ,selalu ada tulisan"" connecting to the server"" padahal jaringan data sama wifi fine"" aja coba aplikasi game lain aman aja";2;update susah masuknya tulisan connecting to the server jaringan data wifi fine aja coba aplikasi game aman aja;2023;positif
